room,rt_s,file,label_better_ear_ud_dB,ud_diotic_dB,binaural_gain_dB,duration_s,onset_ms,ir_length_gate,orig_sr,error
60_ASH Listening Room 4-2_0.34,0.34,BRIR_R32_C4_E30_A-150.wav,13.137,12.022,1.115,0.5,1.1,SHORT,44100,
60_ASH Listening Room 4-2_0.34,0.34,BRIR_R32_C4_E30_A-150.wav,13.137,12.022,1.115,0.5,1.1,SHORT,44100,
60_ASH Listening Room 4-2_0.34,0.34,BRIR_R32_C4_E30_A-90.wav,14.395,12.641,1.754,0.5,1.1,SHORT,44100,
60_ASH Listening Room 4-2_0.34,0.34,BRIR_R32_C4_E30_A-90.wav,14.395,12.641,1.754,0.5,1.1,SHORT,44100,
60_ASH Listening Room 4-2_0.34,0.34,BRIR_R32_C4_E30_A0.wav,13.342,14.078,-0.736,0.5,1.0,SHORT,44100,
60_ASH Listening Room 4-2_0.34,0.34,BRIR_R32_C4_E30_A0.wav,13.342,14.078,-0.736,0.5,1.0,SHORT,44100,
60_ASH Listening Room 4-2_0.34,0.34,BRIR_R32_C4_E30_A120.wav,11.779,10.549,1.23,0.5,1.1,SHORT,44100,
60_ASH Listening Room 4-2_0.34,0.34,BRIR_R32_C4_E30_A120.wav,11.779,10.549,1.23,0.5,1.1,SHORT,44100,
60_ASH Listening Room 4-2_0.34,0.34,BRIR_R32_C4_E30_A180.wav,11.906,12.459,-0.553,0.5,1.1,SHORT,44100,
60_ASH Listening Room 4-2_0.34,0.34,BRIR_R32_C4_E30_A180.wav,11.906,12.459,-0.553,0.5,1.1,SHORT,44100,
60_ASH Listening Room 4-2_0.34,0.34,BRIR_R32_C4_E30_A60.wav,12.731,11.274,1.457,0.5,1.1,SHORT,44100,
60_ASH Listening Room 4-2_0.34,0.34,BRIR_R32_C4_E30_A60.wav,12.731,11.274,1.457,0.5,1.1,SHORT,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A-120.wav,10.398,8.387,2.01,1.0,1.0,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A-120.wav,10.398,8.387,2.01,1.0,1.0,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A-150.wav,9.807,7.84,1.967,1.0,1.0,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A-150.wav,9.807,7.84,1.967,1.0,1.0,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A-30.wav,10.105,8.705,1.4,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A-30.wav,10.105,8.705,1.4,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A-45.wav,11.364,9.674,1.69,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A-45.wav,11.364,9.674,1.69,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A-90.wav,10.691,8.212,2.48,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A-90.wav,10.691,8.212,2.48,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A0.wav,7.887,9.461,-1.574,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A0.wav,7.887,9.461,-1.574,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A120.wav,10.077,8.41,1.667,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A120.wav,10.077,8.41,1.667,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A135.wav,10.436,8.216,2.22,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A135.wav,10.436,8.216,2.22,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A150.wav,9.358,7.602,1.755,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A150.wav,9.358,7.602,1.755,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A180.wav,9.441,10.914,-1.472,1.0,1.1,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A180.wav,9.441,10.914,-1.472,1.0,1.1,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A30.wav,10.371,9.143,1.227,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A30.wav,10.371,9.143,1.227,1.0,0.9,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A90.wav,11.075,9.345,1.729,1.0,1.0,OK,44100,
61_Studio B_0.39,0.39,BRIR_R33_C1_E0_A90.wav,11.075,9.345,1.729,1.0,1.0,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C1_E0_A0.wav,11.517,12.533,-1.016,1.0,0.7,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C1_E0_A0.wav,11.517,12.533,-1.016,1.0,0.7,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C1_E0_A180.wav,12.114,13.711,-1.597,1.0,0.9,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C1_E0_A180.wav,12.114,13.711,-1.597,1.0,0.9,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C2_E0_A0.wav,10.599,11.356,-0.757,1.0,0.7,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C2_E0_A0.wav,10.599,11.356,-0.757,1.0,0.7,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C2_E0_A180.wav,11.075,12.33,-1.255,1.0,0.9,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C2_E0_A180.wav,11.075,12.33,-1.255,1.0,0.9,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C3_E0_A0.wav,11.455,12.33,-0.874,1.0,1.0,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C3_E0_A0.wav,11.455,12.33,-0.874,1.0,1.0,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C3_E0_A180.wav,11.641,13.192,-1.551,1.0,1.1,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C3_E0_A180.wav,11.641,13.192,-1.551,1.0,1.1,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C4_E0_A0.wav,10.621,11.225,-0.604,1.0,0.9,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C4_E0_A0.wav,10.621,11.225,-0.604,1.0,0.9,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C4_E0_A180.wav,10.826,12.024,-1.199,1.0,1.1,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C4_E0_A180.wav,10.826,12.024,-1.199,1.0,1.1,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C5_E0_A0.wav,11.586,12.538,-0.951,1.0,0.9,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C5_E0_A0.wav,11.586,12.538,-0.951,1.0,0.9,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C5_E0_A180.wav,11.87,13.457,-1.587,1.0,1.0,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C5_E0_A180.wav,11.87,13.457,-1.587,1.0,1.0,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C6_E0_A0.wav,10.562,11.253,-0.691,1.0,0.9,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C6_E0_A0.wav,10.562,11.253,-0.691,1.0,0.9,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C6_E0_A180.wav,10.88,12.179,-1.298,1.0,1.0,OK,44100,
62_Small Room K_0.39,0.39,BRIR_R34_C6_E0_A180.wav,10.88,12.179,-1.298,1.0,1.0,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C1_E-15_A0.wav,9.362,10.393,-1.031,1.0,1.0,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C1_E-15_A0.wav,9.362,10.393,-1.031,1.0,1.0,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C1_E0_A0.wav,8.858,9.764,-0.906,1.0,0.9,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C1_E0_A0.wav,8.858,9.764,-0.906,1.0,0.9,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C1_E0_A180.wav,7.723,8.708,-0.984,1.0,0.8,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C1_E0_A180.wav,7.723,8.708,-0.984,1.0,0.8,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C1_E15_A0.wav,8.4,9.165,-0.766,1.0,0.7,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C1_E15_A0.wav,8.4,9.165,-0.766,1.0,0.7,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C2_E-15_A0.wav,9.497,10.352,-0.854,1.0,0.7,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C2_E-15_A0.wav,9.497,10.352,-0.854,1.0,0.7,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C2_E0_A0.wav,9.426,10.357,-0.931,1.0,0.7,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C2_E0_A0.wav,9.426,10.357,-0.931,1.0,0.7,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C2_E0_A180.wav,8.188,9.182,-0.993,1.0,0.7,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C2_E0_A180.wav,8.188,9.182,-0.993,1.0,0.7,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C2_E15_A0.wav,9.266,9.885,-0.619,1.0,0.6,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C2_E15_A0.wav,9.266,9.885,-0.619,1.0,0.6,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C3_E-15_A0.wav,9.27,10.432,-1.161,1.0,0.7,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C3_E-15_A0.wav,9.27,10.432,-1.161,1.0,0.7,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C3_E0_A0.wav,9.965,11.208,-1.243,1.0,0.6,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C3_E0_A0.wav,9.965,11.208,-1.243,1.0,0.6,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C3_E0_A180.wav,10.873,12.238,-1.365,1.0,0.5,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C3_E0_A180.wav,10.873,12.238,-1.365,1.0,0.5,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C3_E15_A0.wav,9.437,10.533,-1.096,1.0,0.6,OK,44100,
63_Studio C-1_0.43,0.43,BRIR_R35_C3_E15_A0.wav,9.437,10.533,-1.096,1.0,0.6,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C1_E-30_A0.wav,9.223,10.143,-0.92,1.0,0.9,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C1_E-30_A0.wav,9.223,10.143,-0.92,1.0,0.9,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C1_E-30_A180.wav,7.834,8.79,-0.956,1.0,0.8,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C1_E-30_A180.wav,7.834,8.79,-0.956,1.0,0.8,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C1_E30_A0.wav,8.917,9.578,-0.661,1.0,0.9,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C1_E30_A0.wav,8.917,9.578,-0.661,1.0,0.9,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C1_E30_A180.wav,7.945,8.946,-1.001,1.0,0.9,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C1_E30_A180.wav,7.945,8.946,-1.001,1.0,0.9,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C2_E-30_A0.wav,9.885,10.848,-0.963,1.0,0.5,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C2_E-30_A0.wav,9.885,10.848,-0.963,1.0,0.5,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C2_E-30_A180.wav,8.01,8.976,-0.967,1.0,0.5,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C2_E-30_A180.wav,8.01,8.976,-0.967,1.0,0.5,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C2_E30_A0.wav,8.359,9.102,-0.743,1.0,0.7,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C2_E30_A0.wav,8.359,9.102,-0.743,1.0,0.7,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C2_E30_A180.wav,8.06,8.928,-0.868,1.0,0.5,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C2_E30_A180.wav,8.06,8.928,-0.868,1.0,0.5,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C3_E-30_A0.wav,8.686,9.748,-1.062,1.0,0.6,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C3_E-30_A0.wav,8.686,9.748,-1.062,1.0,0.6,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C3_E-30_A180.wav,7.992,9.128,-1.136,1.0,0.6,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C3_E-30_A180.wav,7.992,9.128,-1.136,1.0,0.6,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C3_E30_A0.wav,9.643,10.817,-1.174,1.0,0.5,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C3_E30_A0.wav,9.643,10.817,-1.174,1.0,0.5,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C3_E30_A180.wav,8.805,9.93,-1.125,1.0,0.6,OK,44100,
64_Studio C-2_0.43,0.43,BRIR_R35_C3_E30_A180.wav,8.805,9.93,-1.125,1.0,0.6,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E-30_A-135.wav,9.164,7.632,1.532,1.0,1.0,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E-30_A-135.wav,9.164,7.632,1.532,1.0,1.0,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E-30_A0.wav,9.722,10.514,-0.791,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E-30_A0.wav,9.722,10.514,-0.791,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E-30_A180.wav,6.981,7.385,-0.404,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E-30_A180.wav,6.981,7.385,-0.404,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E-30_A75.wav,9.62,8.125,1.496,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E-30_A75.wav,9.62,8.125,1.496,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E0_A-135.wav,8.81,7.502,1.308,1.0,1.0,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E0_A-135.wav,8.81,7.502,1.308,1.0,1.0,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E0_A0.wav,9.527,10.41,-0.883,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E0_A0.wav,9.527,10.41,-0.883,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E0_A180.wav,7.618,8.496,-0.878,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E0_A180.wav,7.618,8.496,-0.878,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E0_A75.wav,9.841,8.349,1.493,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E0_A75.wav,9.841,8.349,1.493,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E30_A-135.wav,8.891,7.587,1.303,1.0,1.0,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E30_A-135.wav,8.891,7.587,1.303,1.0,1.0,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E30_A0.wav,9.07,9.905,-0.835,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E30_A0.wav,9.07,9.905,-0.835,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E30_A180.wav,7.328,8.073,-0.746,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E30_A180.wav,7.328,8.073,-0.746,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E30_A75.wav,9.319,8.093,1.226,1.0,0.9,OK,44100,
65_Studio C-3_0.43,0.43,BRIR_R35_C4_E30_A75.wav,9.319,8.093,1.226,1.0,0.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m000_e006.wav,1.801,0.142,1.659,2.0,6.8,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m000_e006.wav,1.801,0.142,1.659,2.0,6.8,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m007_e006.wav,2.229,0.074,2.155,2.0,6.7,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m007_e006.wav,2.229,0.074,2.155,2.0,6.7,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m014_e006.wav,2.581,0.471,2.11,2.0,6.7,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m014_e006.wav,2.581,0.471,2.11,2.0,6.7,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m021_e006.wav,2.728,0.643,2.086,2.0,6.7,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m021_e006.wav,2.728,0.643,2.086,2.0,6.7,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m028_e006.wav,2.957,1.117,1.84,2.0,6.8,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m028_e006.wav,2.957,1.117,1.84,2.0,6.8,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m035_e006.wav,2.861,1.349,1.512,2.0,6.8,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m035_e006.wav,2.861,1.349,1.512,2.0,6.8,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m042_e006.wav,2.572,1.134,1.438,2.0,6.8,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m042_e006.wav,2.572,1.134,1.438,2.0,6.8,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m049_e006.wav,2.031,0.821,1.21,2.0,6.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m049_e006.wav,2.031,0.821,1.21,2.0,6.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m056_e006.wav,1.632,2.098,-0.466,2.0,6.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m056_e006.wav,1.632,2.098,-0.466,2.0,6.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m063_e006.wav,1.408,1.883,-0.475,2.0,6.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m063_e006.wav,1.408,1.883,-0.475,2.0,6.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m070_e006.wav,2.178,1.458,0.72,2.0,6.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m070_e006.wav,2.178,1.458,0.72,2.0,6.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m080_e006.wav,2.771,1.398,1.373,2.0,6.8,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_ArrayCentre_Emitters1to64_m080_e006.wav,2.771,1.398,1.373,2.0,6.8,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m000_e006.wav,5.445,3.299,2.146,2.0,2.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m000_e006.wav,5.445,3.299,2.146,2.0,2.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m007_e006.wav,6.09,3.291,2.799,2.0,2.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m007_e006.wav,6.09,3.291,2.799,2.0,2.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m014_e006.wav,6.721,3.453,3.269,2.0,2.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m014_e006.wav,6.721,3.453,3.269,2.0,2.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m021_e006.wav,7.312,4.007,3.305,2.0,2.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m021_e006.wav,7.312,4.007,3.305,2.0,2.9,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m028_e006.wav,7.651,4.722,2.929,2.0,3.0,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m028_e006.wav,7.651,4.722,2.929,2.0,3.0,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m035_e006.wav,7.644,4.934,2.71,2.0,3.0,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m035_e006.wav,7.644,4.934,2.71,2.0,3.0,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m042_e006.wav,7.25,4.908,2.342,2.0,3.0,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m042_e006.wav,7.25,4.908,2.342,2.0,3.0,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m049_e006.wav,6.342,4.462,1.88,2.0,3.1,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m049_e006.wav,6.342,4.462,1.88,2.0,3.1,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m056_e006.wav,5.268,5.95,-0.682,2.0,3.1,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m056_e006.wav,5.268,5.95,-0.682,2.0,3.1,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m063_e006.wav,4.753,4.834,-0.081,2.0,3.1,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m063_e006.wav,4.753,4.834,-0.081,2.0,3.1,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m070_e006.wav,5.399,4.709,0.69,2.0,3.1,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m070_e006.wav,5.399,4.709,0.69,2.0,3.1,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m080_e006.wav,6.473,4.855,1.617,2.0,3.0,OK,44100,
66_Audio Lab_0.88,0.88,BRIR_NoAbsorbers_OffCentre_Emitters1to64_m080_e006.wav,6.473,4.855,1.617,2.0,3.0,OK,44100,
67_Concert Hall_2.18,2.18,C6m_m000.wav,1.171,2.598,-1.428,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m000.wav,1.171,2.598,-1.428,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m001.wav,1.432,2.373,-0.941,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m001.wav,1.432,2.373,-0.941,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m002.wav,1.692,1.74,-0.048,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m002.wav,1.692,1.74,-0.048,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m003.wav,1.977,0.838,1.139,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m003.wav,1.977,0.838,1.139,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m004.wav,2.228,0.546,1.682,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m004.wav,2.228,0.546,1.682,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m005.wav,2.463,0.501,1.962,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m005.wav,2.463,0.501,1.962,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m006.wav,2.704,0.402,2.302,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m006.wav,2.704,0.402,2.302,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m007.wav,2.896,0.385,2.51,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m007.wav,2.896,0.385,2.51,5.0,43.9,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m008.wav,3.102,0.535,2.567,5.0,43.8,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m008.wav,3.102,0.535,2.567,5.0,43.8,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m009.wav,3.215,0.573,2.642,5.0,43.8,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m009.wav,3.215,0.573,2.642,5.0,43.8,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m010.wav,3.296,0.564,2.733,5.0,43.8,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m010.wav,3.296,0.564,2.733,5.0,43.8,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m011.wav,3.368,0.577,2.791,5.0,43.8,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m011.wav,3.368,0.577,2.791,5.0,43.8,OK,48000,
67_Concert Hall_2.18,2.18,C6m_m012.wav,3.378,0.565,2.813,5.0,43.8,OK,48000,
